river name,river,Status
Kent River,http://dbpedia.org/resource/Kent_River,True
Beasley River,http://dbpedia.org/resource/Beasley_River,True
Hardey River,http://dbpedia.org/resource/Hardey_River,True
Warren River (Western Australia),http://dbpedia.org/resource/Warren_River_(Western_Australia),True
Great Bear River,http://dbpedia.org/resource/Great_Bear_River,True
Maple Leaf Creek,http://dbpedia.org/resource/Maple_Leaf_Creek,True
Mosquito Creek (Virginia),http://dbpedia.org/resource/Mosquito_Creek_(Virginia),True
Cockle Creek (Virginia),http://dbpedia.org/resource/Cockle_Creek_(Virginia),True
King Edward River,http://dbpedia.org/resource/King_Edward_River,True
Run (stream),http://dbpedia.org/resource/Run_(stream),True
Boutonne,http://dbpedia.org/resource/Boutonne,True
Layon,http://dbpedia.org/resource/Layon,True
Roscoe River,http://dbpedia.org/resource/Roscoe_River,True
Rushikulya River,http://dbpedia.org/resource/Rushikulya_River,True
Robe River (Australia),http://dbpedia.org/resource/Robe_River_(Australia),True
Sloan Creek (Washington),http://dbpedia.org/resource/Sloan_Creek_(Washington),True
Madon,http://dbpedia.org/resource/Madon,True
Hornaday River,http://dbpedia.org/resource/Hornaday_River,True
Richenda River,http://dbpedia.org/resource/Richenda_River,True
Rouillon (Yvette),http://dbpedia.org/resource/Rouillon_(Yvette),True
Sabina River,http://dbpedia.org/resource/Sabina_River,True
Frederick River,http://dbpedia.org/resource/Frederick_River,True
Harding River,http://dbpedia.org/resource/Harding_River,True
Maitland River (Western Australia),http://dbpedia.org/resource/Maitland_River_(Western_Australia),True
Tone River (Western Australia),http://dbpedia.org/resource/Tone_River_(Western_Australia),True
Vasse River,http://dbpedia.org/resource/Vasse_River,True
Basset Brook,http://dbpedia.org/resource/Basset_Brook,True
Croker River,http://dbpedia.org/resource/Croker_River,True
Grosne (river),http://dbpedia.org/resource/Grosne_(river),True
Wadi Fara,http://dbpedia.org/resource/Wadi_Fara,True
Kautz Creek,http://dbpedia.org/resource/Kautz_Creek,True
Lignon du Velay,http://dbpedia.org/resource/Lignon_du_Velay,True
Nanook River,http://dbpedia.org/resource/Nanook_River,True
Kagloryuak River,http://dbpedia.org/resource/Kagloryuak_River,True
Asiak River,http://dbpedia.org/resource/Asiak_River,True
Napaaktoktok River,http://dbpedia.org/resource/Napaaktoktok_River,True
Paglia (river),http://dbpedia.org/resource/Paglia_(river),True
Blaise (Marne),http://dbpedia.org/resource/Blaise_(Marne),True
Lignon du Forez,http://dbpedia.org/resource/Lignon_du_Forez,True
Rakitnica,http://dbpedia.org/resource/Rakitnica,True
Hoko River,http://dbpedia.org/resource/Hoko_River,True
Bubye River,http://dbpedia.org/resource/Bubye_River,True
Gordon River (Western Australia),http://dbpedia.org/resource/Gordon_River_(Western_Australia),True
Oudon (river),http://dbpedia.org/resource/Oudon_(river),True
Pedja (river),http://dbpedia.org/resource/Pedja_(river),True
Piedra River (Colorado),http://dbpedia.org/resource/Piedra_River_(Colorado),True
Adcock River,http://dbpedia.org/resource/Adcock_River,True
Nullagine River,http://dbpedia.org/resource/Nullagine_River,True
Maronne,http://dbpedia.org/resource/Maronne,True
Oakover River,http://dbpedia.org/resource/Oakover_River,True
Ludlow River,http://dbpedia.org/resource/Ludlow_River,True
Wenaha River,http://dbpedia.org/resource/Wenaha_River,True
Opak River,http://dbpedia.org/resource/Opak_River,True
Abba River,http://dbpedia.org/resource/Abba_River,True
Eyre River (Western Australia),http://dbpedia.org/resource/Eyre_River_(Western_Australia),True
Trebel (river),http://dbpedia.org/resource/Trebel_(river),True
Randow,http://dbpedia.org/resource/Randow,True
Grabowa (river),http://dbpedia.org/resource/Grabowa_(river),True
Doda River,http://dbpedia.org/resource/Doda_River,True
Tsarap River,http://dbpedia.org/resource/Tsarap_River,True
Pirsaat (river),http://dbpedia.org/resource/Pirsaat_(river),True
Mashel River,http://dbpedia.org/resource/Mashel_River,True
Huron River (northern Michigan),http://dbpedia.org/resource/Huron_River_(northern_Michigan),True
Wu River (Yangtze tributary),http://dbpedia.org/resource/Wu_River_(Yangtze_tributary),True
Sormonne (river),http://dbpedia.org/resource/Sormonne_(river),True
Benaize,http://dbpedia.org/resource/Benaize,True
Ngao River,http://dbpedia.org/resource/Ngao_River,True
Lam Wa,http://dbpedia.org/resource/Lam_Wa,True
Teles Pires,http://dbpedia.org/resource/Teles_Pires,True
Ozhogina,http://dbpedia.org/resource/Ozhogina,True
Ernest River,http://dbpedia.org/resource/Ernest_River,True
Dwaar Kill (Wallkill River tributary),http://dbpedia.org/resource/Dwaar_Kill_(Wallkill_River_tributary),True
Barse,http://dbpedia.org/resource/Barse,True
Conesus Creek,http://dbpedia.org/resource/Conesus_Creek,True
North Fork Clackamas River,http://dbpedia.org/resource/North_Fork_Clackamas_River,True
Krupa (Neretva),http://dbpedia.org/resource/Krupa_(Neretva),True
Aban (river),http://dbpedia.org/resource/Aban_(river),True
Hunter River (Western Australia),http://dbpedia.org/resource/Hunter_River_(Western_Australia),True
Doig River,http://dbpedia.org/resource/Doig_River,True
Little Mashel River,http://dbpedia.org/resource/Little_Mashel_River,True
Sedili Besar River,http://dbpedia.org/resource/Sedili_Besar_River,True
Semme,http://dbpedia.org/resource/Semme,True
Pencil Brook,http://dbpedia.org/resource/Pencil_Brook,True
Vaige,http://dbpedia.org/resource/Vaige,True
Belly River,http://dbpedia.org/resource/Belly_River,True
Accokeek Creek,http://dbpedia.org/resource/Accokeek_Creek,True
Cameron Run,http://dbpedia.org/resource/Cameron_Run,True
Selbitz (river),http://dbpedia.org/resource/Selbitz_(river),True
Chapeauroux,http://dbpedia.org/resource/Chapeauroux,True
Grue (river),http://dbpedia.org/resource/Grue_(river),True
Erro (river),http://dbpedia.org/resource/Erro_(river),True
Hinglo River,http://dbpedia.org/resource/Hinglo_River,True
Boeing Creek,http://dbpedia.org/resource/Boeing_Creek,True
River Gadder,http://dbpedia.org/resource/River_Gadder,True
Jona (river),http://dbpedia.org/resource/Jona_(river),True
Ashlu Creek,http://dbpedia.org/resource/Ashlu_Creek,True
Chanistsqali,http://dbpedia.org/resource/Chanistsqali,True
Bourbre,http://dbpedia.org/resource/Bourbre,True
Mostarska Bijela,http://dbpedia.org/resource/Mostarska_Bijela,True
Galaure,http://dbpedia.org/resource/Galaure,True
Rainy River (British Columbia),http://dbpedia.org/resource/Rainy_River_(British_Columbia),True
Barton River (Western Australia),http://dbpedia.org/resource/Barton_River_(Western_Australia),True
Chavanon,http://dbpedia.org/resource/Chavanon,True
Wigger (river),http://dbpedia.org/resource/Wigger_(river),True
King George River,http://dbpedia.org/resource/King_George_River,True
Veyle,http://dbpedia.org/resource/Veyle,True
Colagne,http://dbpedia.org/resource/Colagne,True
Stawamus River,http://dbpedia.org/resource/Stawamus_River,True
Swamp Creek (Washington),http://dbpedia.org/resource/Swamp_Creek_(Washington),True
Modder River,http://dbpedia.org/resource/Modder_River,True
Fier (river),http://dbpedia.org/resource/Fier_(river),True
Narewka (river),http://dbpedia.org/resource/Narewka_(river),True
Robinson River (Western Australia),http://dbpedia.org/resource/Robinson_River_(Western_Australia),True
Clendinning Creek,http://dbpedia.org/resource/Clendinning_Creek,True
Twin River,http://dbpedia.org/resource/Twin_River,True
Sharda River,http://dbpedia.org/resource/Sharda_River,True
Hoodoo River,http://dbpedia.org/resource/Hoodoo_River,True
Lizonne,http://dbpedia.org/resource/Lizonne,True
Mortlock River,http://dbpedia.org/resource/Mortlock_River,True
Isen (river),http://dbpedia.org/resource/Isen_(river),True
Bull Creek (Allegheny River tributary),http://dbpedia.org/resource/Bull_Creek_(Allegheny_River_tributary),True
"River Sence, Wigston","http://dbpedia.org/resource/River_Sence,_Wigston",True
Solnan,http://dbpedia.org/resource/Solnan,True
Antenne,http://dbpedia.org/resource/Antenne,True
Riet River,http://dbpedia.org/resource/Riet_River,True
Horn River,http://dbpedia.org/resource/Horn_River,True
Sevron,http://dbpedia.org/resource/Sevron,True
Huma River (Heilongjiang),http://dbpedia.org/resource/Huma_River_(Heilongjiang),True
Prince Regent River,http://dbpedia.org/resource/Prince_Regent_River,True
Henry River (Western Australia),http://dbpedia.org/resource/Henry_River_(Western_Australia),True
Chalaronne,http://dbpedia.org/resource/Chalaronne,True
Triouzoune,http://dbpedia.org/resource/Triouzoune,True
"Los Gatos Creek (Fresno County, California)","http://dbpedia.org/resource/Los_Gatos_Creek_(Fresno_County,_California)",True
Bhargavi River,http://dbpedia.org/resource/Bhargavi_River,True
Rouvre,http://dbpedia.org/resource/Rouvre,True
Bansloi River,http://dbpedia.org/resource/Bansloi_River,True
Roe River (Western Australia),http://dbpedia.org/resource/Roe_River_(Western_Australia),True
Carson River (Western Australia),http://dbpedia.org/resource/Carson_River_(Western_Australia),True
Sankh River,http://dbpedia.org/resource/Sankh_River,True
Kubr,http://dbpedia.org/resource/Kubr,True
South Koel River,http://dbpedia.org/resource/South_Koel_River,True
Bowes River,http://dbpedia.org/resource/Bowes_River,True
Munglinup River,http://dbpedia.org/resource/Munglinup_River,True
Hueinahue River,http://dbpedia.org/resource/Hueinahue_River,True
Futa River,http://dbpedia.org/resource/Futa_River,True
Aujon,http://dbpedia.org/resource/Aujon,True
Hasdeo River,http://dbpedia.org/resource/Hasdeo_River,True
Shivnath River,http://dbpedia.org/resource/Shivnath_River,True
Phillips River,http://dbpedia.org/resource/Phillips_River,True
Palmer Creek (Yamhill River tributary),http://dbpedia.org/resource/Palmer_Creek_(Yamhill_River_tributary),True
Sabari River,http://dbpedia.org/resource/Sabari_River,True
Sorgues (river),http://dbpedia.org/resource/Sorgues_(river),True
Honcut Creek,http://dbpedia.org/resource/Honcut_Creek,True
Auzoue,http://dbpedia.org/resource/Auzoue,True
Lox Yeo,http://dbpedia.org/resource/Lox_Yeo,True
Anambra River,http://dbpedia.org/resource/Anambra_River,True
Clowhom River,http://dbpedia.org/resource/Clowhom_River,True
Paint River,http://dbpedia.org/resource/Paint_River,True
Steere River,http://dbpedia.org/resource/Steere_River,True
Arlanza (river),http://dbpedia.org/resource/Arlanza_(river),True
Indrois,http://dbpedia.org/resource/Indrois,True
Sherlock River (Western Australia),http://dbpedia.org/resource/Sherlock_River_(Western_Australia),True
Ahr (South Tyrol),http://dbpedia.org/resource/Ahr_(South_Tyrol),True
Antholzer Bach,http://dbpedia.org/resource/Antholzer_Bach,True
Bletterbach,http://dbpedia.org/resource/Bletterbach,True
Braibach,http://dbpedia.org/resource/Braibach,True
Eggentaler Bach,http://dbpedia.org/resource/Eggentaler_Bach,True
Falschauer,http://dbpedia.org/resource/Falschauer,True
Gran Ega,http://dbpedia.org/resource/Gran_Ega,True
Derjon,http://dbpedia.org/resource/Derjon,True
Gsieser Bach,http://dbpedia.org/resource/Gsieser_Bach,True
Karlinbach,http://dbpedia.org/resource/Karlinbach,True
Pfitscher Bach,http://dbpedia.org/resource/Pfitscher_Bach,True
Pflerscher Bach,http://dbpedia.org/resource/Pflerscher_Bach,True
Pfunderer Bach,http://dbpedia.org/resource/Pfunderer_Bach,True
Pragser Bach,http://dbpedia.org/resource/Pragser_Bach,True
Reinbach,http://dbpedia.org/resource/Reinbach,True
Ridnauner Bach,http://dbpedia.org/resource/Ridnauner_Bach,True
Saldurbach,http://dbpedia.org/resource/Saldurbach,True
Schnalser Bach,http://dbpedia.org/resource/Schnalser_Bach,True
Suldenbach,http://dbpedia.org/resource/Suldenbach,True
Talfer,http://dbpedia.org/resource/Talfer,True
Rivelaunbach,http://dbpedia.org/resource/Rivelaunbach,True
Lez (river),http://dbpedia.org/resource/Lez_(river),True
Tzoonie River,http://dbpedia.org/resource/Tzoonie_River,True
Yule River,http://dbpedia.org/resource/Yule_River,True
Koksu (river),http://dbpedia.org/resource/Koksu_(river),True
Indian Creek (Fox River tributary),http://dbpedia.org/resource/Indian_Creek_(Fox_River_tributary),True
Eau Claire River (Wisconsin River tributary),http://dbpedia.org/resource/Eau_Claire_River_(Wisconsin_River_tributary),True
Cane River (Western Australia),http://dbpedia.org/resource/Cane_River_(Western_Australia),True
Tomahawk River,http://dbpedia.org/resource/Tomahawk_River,True
Little Peshtigo River,http://dbpedia.org/resource/Little_Peshtigo_River,True
East River (Wisconsin),http://dbpedia.org/resource/East_River_(Wisconsin),True
Coongan River,http://dbpedia.org/resource/Coongan_River,True
Turner River,http://dbpedia.org/resource/Turner_River,True
Rupt de Mad,http://dbpedia.org/resource/Rupt_de_Mad,True
Acebo (river),http://dbpedia.org/resource/Acebo_(river),True
Aller (Asturian river),http://dbpedia.org/resource/Aller_(Asturian_river),True
Alvares (river),http://dbpedia.org/resource/Alvares_(river),True
Cabra (river),http://dbpedia.org/resource/Cabra_(river),True
Caudal (river),http://dbpedia.org/resource/Caudal_(river),True
Ibias (river),http://dbpedia.org/resource/Ibias_(river),True
Navia (river),http://dbpedia.org/resource/Navia_(river),True
Rodil,http://dbpedia.org/resource/Rodil,True
Cubia (river),http://dbpedia.org/resource/Cubia_(river),True
Dobra (Sella),http://dbpedia.org/resource/Dobra_(Sella),True
Chartiers Run (Allegheny River tributary),http://dbpedia.org/resource/Chartiers_Run_(Allegheny_River_tributary),True
Vauvise,http://dbpedia.org/resource/Vauvise,True
Churo,http://dbpedia.org/resource/Churo,True
Boas River,http://dbpedia.org/resource/Boas_River,True
Airain,http://dbpedia.org/resource/Airain,True
Shaw River (Western Australia),http://dbpedia.org/resource/Shaw_River_(Western_Australia),True
Guil,http://dbpedia.org/resource/Guil,True
Ippari,http://dbpedia.org/resource/Ippari,True
Bode (Wipper),http://dbpedia.org/resource/Bode_(Wipper),True
Gesse,http://dbpedia.org/resource/Gesse,True
Pennamaquan River,http://dbpedia.org/resource/Pennamaquan_River,True
Cassibile (river),http://dbpedia.org/resource/Cassibile_(river),True
Hamersley River,http://dbpedia.org/resource/Hamersley_River,True
Gradac (river),http://dbpedia.org/resource/Gradac_(river),True
Senouire,http://dbpedia.org/resource/Senouire,True
Gijou,http://dbpedia.org/resource/Gijou,True
Barguelonne,http://dbpedia.org/resource/Barguelonne,True
Barguelonnette,http://dbpedia.org/resource/Barguelonnette,True
Reprua River,http://dbpedia.org/resource/Reprua_River,True
Wilson River (Western Australia),http://dbpedia.org/resource/Wilson_River_(Western_Australia),True
Orbieu,http://dbpedia.org/resource/Orbieu,True
Arz (river),http://dbpedia.org/resource/Arz_(river),True
Otter Kill,http://dbpedia.org/resource/Otter_Kill,True
Nicholson River (Victoria),http://dbpedia.org/resource/Nicholson_River_(Victoria),True
Bouble,http://dbpedia.org/resource/Bouble,True
Briance,http://dbpedia.org/resource/Briance,True
Templeton River,http://dbpedia.org/resource/Templeton_River,True
Salleron,http://dbpedia.org/resource/Salleron,True
Semnon,http://dbpedia.org/resource/Semnon,True
Phra Prong River,http://dbpedia.org/resource/Phra_Prong_River,True
"Silver Creek (Marion County, Oregon)","http://dbpedia.org/resource/Silver_Creek_(Marion_County,_Oregon)",True
Rudall River,http://dbpedia.org/resource/Rudall_River,True
Tardes (river),http://dbpedia.org/resource/Tardes_(river),True
Deserted River,http://dbpedia.org/resource/Deserted_River,True
Voueize,http://dbpedia.org/resource/Voueize,True
North Yuba River,http://dbpedia.org/resource/North_Yuba_River,True
Othain,http://dbpedia.org/resource/Othain,True
Adabay River,http://dbpedia.org/resource/Adabay_River,True
Dembi River,http://dbpedia.org/resource/Dembi_River,True
Erer River,http://dbpedia.org/resource/Erer_River,True
Hawadi River,http://dbpedia.org/resource/Hawadi_River,True
Jikawo River,http://dbpedia.org/resource/Jikawo_River,True
Keleta River,http://dbpedia.org/resource/Keleta_River,True
Kibish River,http://dbpedia.org/resource/Kibish_River,True
Lagabora River,http://dbpedia.org/resource/Lagabora_River,True
Logiya River,http://dbpedia.org/resource/Logiya_River,True
Weyib River,http://dbpedia.org/resource/Weyib_River,True
Yabus River,http://dbpedia.org/resource/Yabus_River,True
Tornagaleones River,http://dbpedia.org/resource/Tornagaleones_River,True
Derbeke,http://dbpedia.org/resource/Derbeke,True
Asse (river),http://dbpedia.org/resource/Asse_(river),True
Tokachi River,http://dbpedia.org/resource/Tokachi_River,True
Aubetin,http://dbpedia.org/resource/Aubetin,True
Brame,http://dbpedia.org/resource/Brame,True
Dez River,http://dbpedia.org/resource/Dez_River,True
Kushiro River,http://dbpedia.org/resource/Kushiro_River,True
Wood Creek,http://dbpedia.org/resource/Wood_Creek,True
Shiribetsu River,http://dbpedia.org/resource/Shiribetsu_River,True
Tokoro River,http://dbpedia.org/resource/Tokoro_River,True
Rhue (river),http://dbpedia.org/resource/Rhue_(river),True
Lardintown Run,http://dbpedia.org/resource/Lardintown_Run,True
Quri Chay,http://dbpedia.org/resource/Quri_Chay,True
Little Yoho River,http://dbpedia.org/resource/Little_Yoho_River,True
Abashiri River,http://dbpedia.org/resource/Abashiri_River,True
Big Spring (Missouri),http://dbpedia.org/resource/Big_Spring_(Missouri),True
Little Bull Creek (Allegheny River tributary),http://dbpedia.org/resource/Little_Bull_Creek_(Allegheny_River_tributary),True
Fitzroy River (Victoria),http://dbpedia.org/resource/Fitzroy_River_(Victoria),True
Greer Spring,http://dbpedia.org/resource/Greer_Spring,True
Prairie River (Michigan),http://dbpedia.org/resource/Prairie_River_(Michigan),True
Rifle River,http://dbpedia.org/resource/Rifle_River,True
Emerald River,http://dbpedia.org/resource/Emerald_River,True
Chartiers Run (Chartiers Creek tributary),http://dbpedia.org/resource/Chartiers_Run_(Chartiers_Creek_tributary),True
Riddle Run,http://dbpedia.org/resource/Riddle_Run,True
Amiskwi River,http://dbpedia.org/resource/Amiskwi_River,True
Lempa River,http://dbpedia.org/resource/Lempa_River,True
Kolvitsa (river),http://dbpedia.org/resource/Kolvitsa_(river),True
Kiwetinok River,http://dbpedia.org/resource/Kiwetinok_River,True
Vouraikos,http://dbpedia.org/resource/Vouraikos,True
Bonanza Creek,http://dbpedia.org/resource/Bonanza_Creek,True
Trout Creek (Alaska),http://dbpedia.org/resource/Trout_Creek_(Alaska),True
Stewart River (Yukon),http://dbpedia.org/resource/Stewart_River_(Yukon),True
Indian River (Yukon),http://dbpedia.org/resource/Indian_River_(Yukon),True
Elochoman River,http://dbpedia.org/resource/Elochoman_River,True
Shiguan River,http://dbpedia.org/resource/Shiguan_River,True
Tarban Creek,http://dbpedia.org/resource/Tarban_Creek,True
Walayar River,http://dbpedia.org/resource/Walayar_River,True
Bunica,http://dbpedia.org/resource/Bunica,True
Chienti,http://dbpedia.org/resource/Chienti,True
Sulphide Creek,http://dbpedia.org/resource/Sulphide_Creek,True
Shannon Creek,http://dbpedia.org/resource/Shannon_Creek,True
Swift Creek (Washington),http://dbpedia.org/resource/Swift_Creek_(Washington),True
Akan River,http://dbpedia.org/resource/Akan_River,True
Basalt River,http://dbpedia.org/resource/Basalt_River,True
Auroue,http://dbpedia.org/resource/Auroue,True
Water resources management in Chile,http://dbpedia.org/resource/Water_resources_management_in_Chile,True
Course of the Rogue River (Oregon),http://dbpedia.org/resource/Course_of_the_Rogue_River_(Oregon),True
Moonie River,http://dbpedia.org/resource/Moonie_River,True
Belyando River,http://dbpedia.org/resource/Belyando_River,True
Bear River (Washington),http://dbpedia.org/resource/Bear_River_(Washington),True
Moclips River,http://dbpedia.org/resource/Moclips_River,True
Suttor River,http://dbpedia.org/resource/Suttor_River,True
Susan River (Queensland),http://dbpedia.org/resource/Susan_River_(Queensland),True
Jawai River,http://dbpedia.org/resource/Jawai_River,True
Merivale River,http://dbpedia.org/resource/Merivale_River,True
Johnstone River,http://dbpedia.org/resource/Johnstone_River,True
Moordener Kill,http://dbpedia.org/resource/Moordener_Kill,True
Nogoa River,http://dbpedia.org/resource/Nogoa_River,True
Naselle River,http://dbpedia.org/resource/Naselle_River,True
Comet River,http://dbpedia.org/resource/Comet_River,True
Kolan River,http://dbpedia.org/resource/Kolan_River,True
Mitsuishi River,http://dbpedia.org/resource/Mitsuishi_River,True
Niikappu River,http://dbpedia.org/resource/Niikappu_River,True
Lingue River,http://dbpedia.org/resource/Lingue_River,True
Mulgrave River,http://dbpedia.org/resource/Mulgrave_River,True
Timbarra River (Victoria),http://dbpedia.org/resource/Timbarra_River_(Victoria),True
Marron River,http://dbpedia.org/resource/Marron_River,True
Columbia River Estuary,http://dbpedia.org/resource/Columbia_River_Estuary,True
"River Jordan, Northamptonshire","http://dbpedia.org/resource/River_Jordan,_Northamptonshire",True
Ward River (Central West Queensland),http://dbpedia.org/resource/Ward_River_(Central_West_Queensland),True
Abloux,http://dbpedia.org/resource/Abloux,True
Kaikorai Stream,http://dbpedia.org/resource/Kaikorai_Stream,True
Saw Mill Run,http://dbpedia.org/resource/Saw_Mill_Run,True
Pucketa Creek,http://dbpedia.org/resource/Pucketa_Creek,True
Sulphur Creek (California),http://dbpedia.org/resource/Sulphur_Creek_(California),True
Tskhenistsqali,http://dbpedia.org/resource/Tskhenistsqali,True
Qvirila,http://dbpedia.org/resource/Qvirila,True
Supsa (river),http://dbpedia.org/resource/Supsa_(river),True
Acharistsqali,http://dbpedia.org/resource/Acharistsqali,True
Arys (river),http://dbpedia.org/resource/Arys_(river),True
Mashat,http://dbpedia.org/resource/Mashat,True
Sayramsu,http://dbpedia.org/resource/Sayramsu,True
Boralday (river),http://dbpedia.org/resource/Boralday_(river),True
Badam (river),http://dbpedia.org/resource/Badam_(river),True
Qapal (river),http://dbpedia.org/resource/Qapal_(river),True
Aqqanburlyq,http://dbpedia.org/resource/Aqqanburlyq,True
Asa (Kazakhstan),http://dbpedia.org/resource/Asa_(Kazakhstan),True
Bukhtarma,http://dbpedia.org/resource/Bukhtarma,True
Imanburlyq,http://dbpedia.org/resource/Imanburlyq,True
Kigach,http://dbpedia.org/resource/Kigach,True
Keles (river),http://dbpedia.org/resource/Keles_(river),True
Qalqutan,http://dbpedia.org/resource/Qalqutan,True
Lukina,http://dbpedia.org/resource/Lukina,True
Naryn (Irtysh),http://dbpedia.org/resource/Naryn_(Irtysh),True
Syntasty,http://dbpedia.org/resource/Syntasty,True
Terisaqqan,http://dbpedia.org/resource/Terisaqqan,True
Uba (river),http://dbpedia.org/resource/Uba_(river),True
Ubagan,http://dbpedia.org/resource/Ubagan,True
Charyn,http://dbpedia.org/resource/Charyn,True
Chirchiq (river),http://dbpedia.org/resource/Chirchiq_(river),True
Chatkal,http://dbpedia.org/resource/Chatkal,True
Angren (river),http://dbpedia.org/resource/Angren_(river),True
Sokh (river),http://dbpedia.org/resource/Sokh_(river),True
Chandalash,http://dbpedia.org/resource/Chandalash,True
Don (Vilaine),http://dbpedia.org/resource/Don_(Vilaine),True
Shavar River,http://dbpedia.org/resource/Shavar_River,True
Khachig River,http://dbpedia.org/resource/Khachig_River,True
Erzin (river),http://dbpedia.org/resource/Erzin_(river),True
Elk Creek (Rogue River tributary),http://dbpedia.org/resource/Elk_Creek_(Rogue_River_tributary),True
Plaster Creek,http://dbpedia.org/resource/Plaster_Creek,True
Mooloolah River,http://dbpedia.org/resource/Mooloolah_River,True
Kanakarayan Aru,http://dbpedia.org/resource/Kanakarayan_Aru,True
Parangi Aru,http://dbpedia.org/resource/Parangi_Aru,True
Pali Aru,http://dbpedia.org/resource/Pali_Aru,True
Nay Aru (Mannar),http://dbpedia.org/resource/Nay_Aru_(Mannar),True
Per Aru,http://dbpedia.org/resource/Per_Aru,True
Mandekal Aru,http://dbpedia.org/resource/Mandekal_Aru,True
Pallavarayankaddu Aru,http://dbpedia.org/resource/Pallavarayankaddu_Aru,True
Akkarayan Aru,http://dbpedia.org/resource/Akkarayan_Aru,True
Netheli Aru,http://dbpedia.org/resource/Netheli_Aru,True
Theravil Aru,http://dbpedia.org/resource/Theravil_Aru,True
Piramenthal Aru,http://dbpedia.org/resource/Piramenthal_Aru,True
Nay Aru (Mullaitivu),http://dbpedia.org/resource/Nay_Aru_(Mullaitivu),True
Kodalikkallu Aru,http://dbpedia.org/resource/Kodalikkallu_Aru,True
Esla (river),http://dbpedia.org/resource/Esla_(river),True
Holmul River (Guatemala),http://dbpedia.org/resource/Holmul_River_(Guatemala),True
Isa (river),http://dbpedia.org/resource/Isa_(river),True
Das Velhas River,http://dbpedia.org/resource/Das_Velhas_River,True
Moose River (British Columbia),http://dbpedia.org/resource/Moose_River_(British_Columbia),True
Lay (river),http://dbpedia.org/resource/Lay_(river),True
Nicolum River,http://dbpedia.org/resource/Nicolum_River,True
Ocqueoc River,http://dbpedia.org/resource/Ocqueoc_River,True
Elspe (Volme),http://dbpedia.org/resource/Elspe_(Volme),True
Yon (river),http://dbpedia.org/resource/Yon_(river),True
Smagne,http://dbpedia.org/resource/Smagne,True
Fourmile Creek (Pennsylvania),http://dbpedia.org/resource/Fourmile_Creek_(Pennsylvania),True
South Fork Rogue River,http://dbpedia.org/resource/South_Fork_Rogue_River,True
River Ecclesbourne,http://dbpedia.org/resource/River_Ecclesbourne,True
Coyote Creek (San Gabriel River tributary),http://dbpedia.org/resource/Coyote_Creek_(San_Gabriel_River_tributary),True
Pena (river),http://dbpedia.org/resource/Pena_(river),True
Aue (Elbe),http://dbpedia.org/resource/Aue_(Elbe),True
Salmon River (Fraser River tributary),http://dbpedia.org/resource/Salmon_River_(Fraser_River_tributary),True
Niawiakum River,http://dbpedia.org/resource/Niawiakum_River,True
Bone River,http://dbpedia.org/resource/Bone_River,True
Grave Creek (Oregon),http://dbpedia.org/resource/Grave_Creek_(Oregon),True
Vissel,http://dbpedia.org/resource/Vissel,True
Grindau,http://dbpedia.org/resource/Grindau,True
Clallam River,http://dbpedia.org/resource/Clallam_River,True
Fitzmaurice River,http://dbpedia.org/resource/Fitzmaurice_River,True
Little Pucketa Creek,http://dbpedia.org/resource/Little_Pucketa_Creek,True
Tangon River,http://dbpedia.org/resource/Tangon_River,True
Lachte,http://dbpedia.org/resource/Lachte,True
Cinca (Spain),http://dbpedia.org/resource/Cinca_(Spain),True
Albarine,http://dbpedia.org/resource/Albarine,True
Adams River (British Columbia),http://dbpedia.org/resource/Adams_River_(British_Columbia),True
Desna (Guslitsa),http://dbpedia.org/resource/Desna_(Guslitsa),True
Yendegaia River,http://dbpedia.org/resource/Yendegaia_River,True
Goodell Creek,http://dbpedia.org/resource/Goodell_Creek,True
Robson River,http://dbpedia.org/resource/Robson_River,True
Cena (river),http://dbpedia.org/resource/Cena_(river),True
Sinn (river),http://dbpedia.org/resource/Sinn_(river),True
Paraopeba River,http://dbpedia.org/resource/Paraopeba_River,True
Naamans Creek,http://dbpedia.org/resource/Naamans_Creek,True
Palix River,http://dbpedia.org/resource/Palix_River,True
Middle Brook (Raritan River tributary),http://dbpedia.org/resource/Middle_Brook_(Raritan_River_tributary),True
Coghinas,http://dbpedia.org/resource/Coghinas,True
Brea Creek,http://dbpedia.org/resource/Brea_Creek,True
Titicus River,http://dbpedia.org/resource/Titicus_River,True
Medicine River (Alberta),http://dbpedia.org/resource/Medicine_River_(Alberta),True
Sali River (West Bengal),http://dbpedia.org/resource/Sali_River_(West_Bengal),True
Rottum (river),http://dbpedia.org/resource/Rottum_(river),True
Beatty Saugeen River,http://dbpedia.org/resource/Beatty_Saugeen_River,True
Sixaola River,http://dbpedia.org/resource/Sixaola_River,True
Shokotsu River,http://dbpedia.org/resource/Shokotsu_River,True
Haradnichanka,http://dbpedia.org/resource/Haradnichanka,True
Rumoi River,http://dbpedia.org/resource/Rumoi_River,True
Noyes Slough,http://dbpedia.org/resource/Noyes_Slough,True
Shiribeshi-Toshibetsu River,http://dbpedia.org/resource/Shiribeshi-Toshibetsu_River,True
Panchganga River,http://dbpedia.org/resource/Panchganga_River,True
Bell Canyon,http://dbpedia.org/resource/Bell_Canyon,True
Trampas Canyon,http://dbpedia.org/resource/Trampas_Canyon,True
Pedreira River,http://dbpedia.org/resource/Pedreira_River,True
Camaipi do Vila Nova River,http://dbpedia.org/resource/Camaipi_do_Vila_Nova_River,True
