river name,river,Status
Enna (stream),http://dbpedia.org/resource/Enna_(stream),True
Parina,http://dbpedia.org/resource/Parina,True
Lyevaya Lyasnaya,http://dbpedia.org/resource/Lyevaya_Lyasnaya,True
Hubbard River,http://dbpedia.org/resource/Hubbard_River,True
Arroyo Calabasas,http://dbpedia.org/resource/Arroyo_Calabasas,True
Browns Canyon Wash,http://dbpedia.org/resource/Browns_Canyon_Wash,True
Sai River (Thailand),http://dbpedia.org/resource/Sai_River_(Thailand),True
Grane (river),http://dbpedia.org/resource/Grane_(river),True
Radau,http://dbpedia.org/resource/Radau,True
Bloukrans River (Grahamstown),http://dbpedia.org/resource/Bloukrans_River_(Grahamstown),True
Vellar River (Northern Tamil Nadu),http://dbpedia.org/resource/Vellar_River_(Northern_Tamil_Nadu),True
Salmon Falls Creek,http://dbpedia.org/resource/Salmon_Falls_Creek,True
"King's River, County Kilkenny, Ireland","http://dbpedia.org/resource/King's_River,_County_Kilkenny,_Ireland",True
Sieber (river),http://dbpedia.org/resource/Sieber_(river),True
Prandi (river),http://dbpedia.org/resource/Prandi_(river),True
Keila (river),http://dbpedia.org/resource/Keila_(river),True
Navesti (river),http://dbpedia.org/resource/Navesti_(river),True
Halliste (river),http://dbpedia.org/resource/Halliste_(river),True
Permanente Creek,http://dbpedia.org/resource/Permanente_Creek,True
Whitesand River (Hewitson River tributary),http://dbpedia.org/resource/Whitesand_River_(Hewitson_River_tributary),True
Hewitson River,http://dbpedia.org/resource/Hewitson_River,True
Reiu (river),http://dbpedia.org/resource/Reiu_(river),True
Mitchell River (Quesnel River tributary),http://dbpedia.org/resource/Mitchell_River_(Quesnel_River_tributary),True
Whitesand River (Lake Nipigon),http://dbpedia.org/resource/Whitesand_River_(Lake_Nipigon),True
Zhang River,http://dbpedia.org/resource/Zhang_River,True
Zelvyanka,http://dbpedia.org/resource/Zelvyanka,True
Thakuran River,http://dbpedia.org/resource/Thakuran_River,True
Oude Maas,http://dbpedia.org/resource/Oude_Maas,True
Nieuwe Maas,http://dbpedia.org/resource/Nieuwe_Maas,True
Muri Ganga River,http://dbpedia.org/resource/Muri_Ganga_River,True
Poesten Kill,http://dbpedia.org/resource/Poesten_Kill,True
Baztan (river),http://dbpedia.org/resource/Baztan_(river),True
Deer Creek (Arizona),http://dbpedia.org/resource/Deer_Creek_(Arizona),True
Fiagdon,http://dbpedia.org/resource/Fiagdon,True
Raimangal River,http://dbpedia.org/resource/Raimangal_River,True
Kalindi River,http://dbpedia.org/resource/Kalindi_River,True
Pandaruan River,http://dbpedia.org/resource/Pandaruan_River,True
Kalu Ganga,http://dbpedia.org/resource/Kalu_Ganga,True
Bergantes (river),http://dbpedia.org/resource/Bergantes_(river),True
East Manych,http://dbpedia.org/resource/East_Manych,True
Jiloca (river),http://dbpedia.org/resource/Jiloca_(river),True
Piedra (Spain),http://dbpedia.org/resource/Piedra_(Spain),True
Teville Stream,http://dbpedia.org/resource/Teville_Stream,True
Burbank Western Channel,http://dbpedia.org/resource/Burbank_Western_Channel,True
"Mission Creek (Marion County, Oregon)","http://dbpedia.org/resource/Mission_Creek_(Marion_County,_Oregon)",True
Chembar,http://dbpedia.org/resource/Chembar,True
Maly Chembar,http://dbpedia.org/resource/Maly_Chembar,True
Black Creek (Genesee River tributary),http://dbpedia.org/resource/Black_Creek_(Genesee_River_tributary),True
Yadenitsa,http://dbpedia.org/resource/Yadenitsa,True
Awarua River (Southland),http://dbpedia.org/resource/Awarua_River_(Southland),True
Kiwira River,http://dbpedia.org/resource/Kiwira_River,True
Ngerengere River,http://dbpedia.org/resource/Ngerengere_River,True
East Savanna River,http://dbpedia.org/resource/East_Savanna_River,True
Adyar River,http://dbpedia.org/resource/Adyar_River,True
Spirit River (Alberta),http://dbpedia.org/resource/Spirit_River_(Alberta),True
Champoeg Creek,http://dbpedia.org/resource/Champoeg_Creek,True
Siston Brook,http://dbpedia.org/resource/Siston_Brook,True
River Boyd,http://dbpedia.org/resource/River_Boyd,True
Mount Emu Creek,http://dbpedia.org/resource/Mount_Emu_Creek,True
Severnaya Sosva,http://dbpedia.org/resource/Severnaya_Sosva,True
Pushpawati River,http://dbpedia.org/resource/Pushpawati_River,True
Mark Yeo,http://dbpedia.org/resource/Mark_Yeo,True
River Malago,http://dbpedia.org/resource/River_Malago,True
Golgol River,http://dbpedia.org/resource/Golgol_River,True
San Juan River (Colombia),http://dbpedia.org/resource/San_Juan_River_(Colombia),True
Brislington Brook,http://dbpedia.org/resource/Brislington_Brook,True
Bacon River,http://dbpedia.org/resource/Bacon_River,True
Pleasant Run (New Jersey),http://dbpedia.org/resource/Pleasant_Run_(New_Jersey),True
Lemro River,http://dbpedia.org/resource/Lemro_River,True
Elands River (Mpumalanga),http://dbpedia.org/resource/Elands_River_(Mpumalanga),True
San Dieguito River,http://dbpedia.org/resource/San_Dieguito_River,True
Parker River,http://dbpedia.org/resource/Parker_River,True
Nira River,http://dbpedia.org/resource/Nira_River,True
Sand Canyon Wash,http://dbpedia.org/resource/Sand_Canyon_Wash,True
Olvios,http://dbpedia.org/resource/Olvios,True
Peristeri (stream),http://dbpedia.org/resource/Peristeri_(stream),True
Nedonas,http://dbpedia.org/resource/Nedonas,True
Soda Butte Creek,http://dbpedia.org/resource/Soda_Butte_Creek,True
Fonissa,http://dbpedia.org/resource/Fonissa,True
Kotaneelee River,http://dbpedia.org/resource/Kotaneelee_River,True
Sabha River,http://dbpedia.org/resource/Sabha_River,True
Uhl River,http://dbpedia.org/resource/Uhl_River,True
Troina (torrent),http://dbpedia.org/resource/Troina_(torrent),True
Little Sandy River (Oregon),http://dbpedia.org/resource/Little_Sandy_River_(Oregon),True
Cerami (torrent),http://dbpedia.org/resource/Cerami_(torrent),True
Bear Creek (Santa Ana River tributary),http://dbpedia.org/resource/Bear_Creek_(Santa_Ana_River_tributary),True
Chauga River,http://dbpedia.org/resource/Chauga_River,True
Northeast Branch Anacostia River,http://dbpedia.org/resource/Northeast_Branch_Anacostia_River,True
Ou River (Zhejiang),http://dbpedia.org/resource/Ou_River_(Zhejiang),True
Geeste (river),http://dbpedia.org/resource/Geeste_(river),True
Reelin River,http://dbpedia.org/resource/Reelin_River,True
Raudanjoki,http://dbpedia.org/resource/Raudanjoki,True
Kitinen,http://dbpedia.org/resource/Kitinen,True
Luiro,http://dbpedia.org/resource/Luiro,True
Simojoki,http://dbpedia.org/resource/Simojoki,True
Iijoki,http://dbpedia.org/resource/Iijoki,True
Siuruanjoki,http://dbpedia.org/resource/Siuruanjoki,True
Perhonjoki,http://dbpedia.org/resource/Perhonjoki,True
Keravanjoki,http://dbpedia.org/resource/Keravanjoki,True
Lieksanjoki,http://dbpedia.org/resource/Lieksanjoki,True
Oulankajoki,http://dbpedia.org/resource/Oulankajoki,True
Kitkajoki,http://dbpedia.org/resource/Kitkajoki,True
Juutuanjoki,http://dbpedia.org/resource/Juutuanjoki,True
Vaskojoki,http://dbpedia.org/resource/Vaskojoki,True
Anarjohka,http://dbpedia.org/resource/Anarjohka,True
Ogre (river),http://dbpedia.org/resource/Ogre_(river),True
Utroya,http://dbpedia.org/resource/Utroya,True
Pededze,http://dbpedia.org/resource/Pededze,True
Abava,http://dbpedia.org/resource/Abava,True
Malta (river),http://dbpedia.org/resource/Malta_(river),True
Tartaks,http://dbpedia.org/resource/Tartaks,True
Muddy Fork (Oregon),http://dbpedia.org/resource/Muddy_Fork_(Oregon),True
Odiel,http://dbpedia.org/resource/Odiel,True
Gamka River,http://dbpedia.org/resource/Gamka_River,True
Gourits River,http://dbpedia.org/resource/Gourits_River,True
Groot River (Western Cape),http://dbpedia.org/resource/Groot_River_(Western_Cape),True
Temescal Creek (Riverside County),http://dbpedia.org/resource/Temescal_Creek_(Riverside_County),True
Barbate (river),http://dbpedia.org/resource/Barbate_(river),True
Andarax,http://dbpedia.org/resource/Andarax,True
Little Zigzag River,http://dbpedia.org/resource/Little_Zigzag_River,True
Bad Heart River,http://dbpedia.org/resource/Bad_Heart_River,True
Almanzora (river),http://dbpedia.org/resource/Almanzora_(river),True
Winston Creek (Kenora District),http://dbpedia.org/resource/Winston_Creek_(Kenora_District),True
Winston Creek (Thunder Bay District),http://dbpedia.org/resource/Winston_Creek_(Thunder_Bay_District),True
Blyde River,http://dbpedia.org/resource/Blyde_River,True
Ohrigstad River,http://dbpedia.org/resource/Ohrigstad_River,True
Sand River (Free State),http://dbpedia.org/resource/Sand_River_(Free_State),True
Braldu River,http://dbpedia.org/resource/Braldu_River,True
Ilagan River,http://dbpedia.org/resource/Ilagan_River,True
Pinacanauan River,http://dbpedia.org/resource/Pinacanauan_River,True
Uilgan River,http://dbpedia.org/resource/Uilgan_River,True
Arigiin River,http://dbpedia.org/resource/Arigiin_River,True
Tarvagatai River,http://dbpedia.org/resource/Tarvagatai_River,True
Kharaa River,http://dbpedia.org/resource/Kharaa_River,True
Beltes River,http://dbpedia.org/resource/Beltes_River,True
Sharga River,http://dbpedia.org/resource/Sharga_River,True
Busiyn-Gol,http://dbpedia.org/resource/Busiyn-Gol,True
Belin (river),http://dbpedia.org/resource/Belin_(river),True
Tengis River,http://dbpedia.org/resource/Tengis_River,True
Myittha River,http://dbpedia.org/resource/Myittha_River,True
Manipur River,http://dbpedia.org/resource/Manipur_River,True
Zami River,http://dbpedia.org/resource/Zami_River,True
Teng River,http://dbpedia.org/resource/Teng_River,True
Dawei River,http://dbpedia.org/resource/Dawei_River,True
Great Tenasserim River,http://dbpedia.org/resource/Great_Tenasserim_River,True
Zuo River,http://dbpedia.org/resource/Zuo_River,True
Beipan River,http://dbpedia.org/resource/Beipan_River,True
Bailong River,http://dbpedia.org/resource/Bailong_River,True
Xiao River,http://dbpedia.org/resource/Xiao_River,True
Zheng River,http://dbpedia.org/resource/Zheng_River,True
"Wu River (Yuan River, north)","http://dbpedia.org/resource/Wu_River_(Yuan_River,_north)",True
Gong River,http://dbpedia.org/resource/Gong_River,True
Shu River,http://dbpedia.org/resource/Shu_River,True
Jiao River (Shandong),http://dbpedia.org/resource/Jiao_River_(Shandong),True
Jing River,http://dbpedia.org/resource/Jing_River,True
South Fork Bull Run River,http://dbpedia.org/resource/South_Fork_Bull_Run_River,True
Algeti,http://dbpedia.org/resource/Algeti,True
Levubu River,http://dbpedia.org/resource/Levubu_River,True
Trout River (Northwest Territories),http://dbpedia.org/resource/Trout_River_(Northwest_Territories),True
Kakisa River,http://dbpedia.org/resource/Kakisa_River,True
Aceh River,http://dbpedia.org/resource/Aceh_River,True
Blackett Creek,http://dbpedia.org/resource/Blackett_Creek,True
Vistula,http://dbpedia.org/resource/Vistula,True
Mhlathuze River,http://dbpedia.org/resource/Mhlathuze_River,True
Bivane River,http://dbpedia.org/resource/Bivane_River,True
Lam Brook,http://dbpedia.org/resource/Lam_Brook,True
Coeroeni River,http://dbpedia.org/resource/Coeroeni_River,True
Klein Letaba River,http://dbpedia.org/resource/Klein_Letaba_River,True
Gauze Brook,http://dbpedia.org/resource/Gauze_Brook,True
Tetbury Avon,http://dbpedia.org/resource/Tetbury_Avon,True
Bushman's River,http://dbpedia.org/resource/Bushman's_River,True
Braamfontein Spruit,http://dbpedia.org/resource/Braamfontein_Spruit,True
Zillierbach,http://dbpedia.org/resource/Zillierbach,True
Doring River,http://dbpedia.org/resource/Doring_River,True
Ratua Khola,http://dbpedia.org/resource/Ratua_Khola,True
Red River (New Mexico),http://dbpedia.org/resource/Red_River_(New_Mexico),True
Ga-Selati River,http://dbpedia.org/resource/Ga-Selati_River,True
Great Brak River (river),http://dbpedia.org/resource/Great_Brak_River_(river),True
Kowie River,http://dbpedia.org/resource/Kowie_River,True
Redknife River,http://dbpedia.org/resource/Redknife_River,True
Kalte Bode,http://dbpedia.org/resource/Kalte_Bode,True
Warme Bode,http://dbpedia.org/resource/Warme_Bode,True
Hale Creek,http://dbpedia.org/resource/Hale_Creek,True
North Nahanni River,http://dbpedia.org/resource/North_Nahanni_River,True
Ayalon River,http://dbpedia.org/resource/Ayalon_River,True
Enoggera Creek,http://dbpedia.org/resource/Enoggera_Creek,True
Woodbridge Brook,http://dbpedia.org/resource/Woodbridge_Brook,True
Bolton River (Ontario),http://dbpedia.org/resource/Bolton_River_(Ontario),True
Brinkworth Brook,http://dbpedia.org/resource/Brinkworth_Brook,True
Shawneehaw Creek,http://dbpedia.org/resource/Shawneehaw_Creek,True
Rapid River (Algoma District),http://dbpedia.org/resource/Rapid_River_(Algoma_District),True
Cocklemore Brook,http://dbpedia.org/resource/Cocklemore_Brook,True
Bolton River (Manitoba),http://dbpedia.org/resource/Bolton_River_(Manitoba),True
Mink River (Manitoba),http://dbpedia.org/resource/Mink_River_(Manitoba),True
Atakora River,http://dbpedia.org/resource/Atakora_River,True
Big Darby Creek,http://dbpedia.org/resource/Big_Darby_Creek,True
Mo River,http://dbpedia.org/resource/Mo_River,True
Bamboes Spruit (North West),http://dbpedia.org/resource/Bamboes_Spruit_(North_West),True
Nana Barya River,http://dbpedia.org/resource/Nana_Barya_River,True
Bahr Aouk River,http://dbpedia.org/resource/Bahr_Aouk_River,True
Wesachewan River,http://dbpedia.org/resource/Wesachewan_River,True
Ekwan River,http://dbpedia.org/resource/Ekwan_River,True
Sand River (Alberta),http://dbpedia.org/resource/Sand_River_(Alberta),True
As River,http://dbpedia.org/resource/As_River,True
Prophet River,http://dbpedia.org/resource/Prophet_River,True
Besa River,http://dbpedia.org/resource/Besa_River,True
Apaporis River,http://dbpedia.org/resource/Apaporis_River,True
Ludza (river),http://dbpedia.org/resource/Ludza_(river),True
Kukhva,http://dbpedia.org/resource/Kukhva,True
Calvert River,http://dbpedia.org/resource/Calvert_River,True
Flumini Mannu,http://dbpedia.org/resource/Flumini_Mannu,True
Sacramento Wash,http://dbpedia.org/resource/Sacramento_Wash,True
Crocodile River (Mpumalanga),http://dbpedia.org/resource/Crocodile_River_(Mpumalanga),True
Sowy River,http://dbpedia.org/resource/Sowy_River,True
Uffe (Wieda),http://dbpedia.org/resource/Uffe_(Wieda),True
Almonte (river),http://dbpedia.org/resource/Almonte_(river),True
Tarka River,http://dbpedia.org/resource/Tarka_River,True
Conotton Creek,http://dbpedia.org/resource/Conotton_Creek,True
Amendolea,http://dbpedia.org/resource/Amendolea,True
Lato (river),http://dbpedia.org/resource/Lato_(river),True
Cavone,http://dbpedia.org/resource/Cavone,True
Crocodile River (Limpopo),http://dbpedia.org/resource/Crocodile_River_(Limpopo),True
Diep River,http://dbpedia.org/resource/Diep_River,True
Bradano,http://dbpedia.org/resource/Bradano,True
Basentello,http://dbpedia.org/resource/Basentello,True
Bilioso,http://dbpedia.org/resource/Bilioso,True
Gravina (river),http://dbpedia.org/resource/Gravina_(river),True
Lefini River,http://dbpedia.org/resource/Lefini_River,True
Nerekhta (river),http://dbpedia.org/resource/Nerekhta_(river),True
Girtys Run,http://dbpedia.org/resource/Girtys_Run,True
Coyote Creek (Marin County),http://dbpedia.org/resource/Coyote_Creek_(Marin_County),True
Umbilo River,http://dbpedia.org/resource/Umbilo_River,True
Bronkhorst Spruit,http://dbpedia.org/resource/Bronkhorst_Spruit,True
Wilge River (Olifants),http://dbpedia.org/resource/Wilge_River_(Olifants),True
Rocky River (New South Wales),http://dbpedia.org/resource/Rocky_River_(New_South_Wales),True
Chambers Creek (Washington),http://dbpedia.org/resource/Chambers_Creek_(Washington),True
Kamuiwakka River,http://dbpedia.org/resource/Kamuiwakka_River,True
Still Fork,http://dbpedia.org/resource/Still_Fork,True
Puerco River,http://dbpedia.org/resource/Puerco_River,True
Luppbode,http://dbpedia.org/resource/Luppbode,True
Hunnselva,http://dbpedia.org/resource/Hunnselva,True
"Spring Creek (Harris County, Texas)","http://dbpedia.org/resource/Spring_Creek_(Harris_County,_Texas)",True
Frenchman River,http://dbpedia.org/resource/Frenchman_River,True
Helme,http://dbpedia.org/resource/Helme,True
Matadero Creek,http://dbpedia.org/resource/Matadero_Creek,True
Chapora River,http://dbpedia.org/resource/Chapora_River,True
Rappbode,http://dbpedia.org/resource/Rappbode,True
Indian River (Moose River tributary),http://dbpedia.org/resource/Indian_River_(Moose_River_tributary),True
Little Salmon River,http://dbpedia.org/resource/Little_Salmon_River,True
North Fork Bull Run River,http://dbpedia.org/resource/North_Fork_Bull_Run_River,True
Manganui River (Waikato),http://dbpedia.org/resource/Manganui_River_(Waikato),True
Manganui River (Taranaki),http://dbpedia.org/resource/Manganui_River_(Taranaki),True
Potlatch River,http://dbpedia.org/resource/Potlatch_River,True
Lune (Weser),http://dbpedia.org/resource/Lune_(Weser),True
Duchesne River,http://dbpedia.org/resource/Duchesne_River,True
Gornalunga,http://dbpedia.org/resource/Gornalunga,True
Bechler River,http://dbpedia.org/resource/Bechler_River,True
Baezaeko River,http://dbpedia.org/resource/Baezaeko_River,True
"Fall River (Wyoming, Idaho)","http://dbpedia.org/resource/Fall_River_(Wyoming,_Idaho)",True
Pequonnock River,http://dbpedia.org/resource/Pequonnock_River,True
Zadorra,http://dbpedia.org/resource/Zadorra,True
Wustrower Dumme,http://dbpedia.org/resource/Wustrower_Dumme,True
Salzwedeler Dumme,http://dbpedia.org/resource/Salzwedeler_Dumme,True
Dark Water (river),http://dbpedia.org/resource/Dark_Water_(river),True
Ternin,http://dbpedia.org/resource/Ternin,True
Manitou River (Manitoulin Island),http://dbpedia.org/resource/Manitou_River_(Manitoulin_Island),True
Rottnan,http://dbpedia.org/resource/Rottnan,True
Palmiet River,http://dbpedia.org/resource/Palmiet_River,True
Seal River (Manitoba),http://dbpedia.org/resource/Seal_River_(Manitoba),True
Kraai River,http://dbpedia.org/resource/Kraai_River,True
Blue Jay Creek (Lake Huron tributary),http://dbpedia.org/resource/Blue_Jay_Creek_(Lake_Huron_tributary),True
Little Rapid River (Ontario),http://dbpedia.org/resource/Little_Rapid_River_(Ontario),True
Rapid River (Sudbury District),http://dbpedia.org/resource/Rapid_River_(Sudbury_District),True
Rapid River (British Columbia),http://dbpedia.org/resource/Rapid_River_(British_Columbia),True
Verlorevlei River,http://dbpedia.org/resource/Verlorevlei_River,True
Bot River,http://dbpedia.org/resource/Bot_River,True
Klein River,http://dbpedia.org/resource/Klein_River,True
Uilkraal River,http://dbpedia.org/resource/Uilkraal_River,True
Touws River (river),http://dbpedia.org/resource/Touws_River_(river),True
Little Brak River (river),http://dbpedia.org/resource/Little_Brak_River_(river),True
Rapid River (Cree River tributary),http://dbpedia.org/resource/Rapid_River_(Cree_River_tributary),True
Rapid River (Alaska-Yukon),http://dbpedia.org/resource/Rapid_River_(Alaska-Yukon),True
Kouga River,http://dbpedia.org/resource/Kouga_River,True
Swart River,http://dbpedia.org/resource/Swart_River,True
White Umfolozi River,http://dbpedia.org/resource/White_Umfolozi_River,True
Saitta River,http://dbpedia.org/resource/Saitta_River,True
Jukkas River,http://dbpedia.org/resource/Jukkas_River,True
Kari River,http://dbpedia.org/resource/Kari_River,True
Rapid River (Churchill River tributary),http://dbpedia.org/resource/Rapid_River_(Churchill_River_tributary),True
Nima II River,http://dbpedia.org/resource/Nima_II_River,True
Berwinne,http://dbpedia.org/resource/Berwinne,True
Burdinale,http://dbpedia.org/resource/Burdinale,True
Chefna,http://dbpedia.org/resource/Chefna,True
Gulp (river),http://dbpedia.org/resource/Gulp_(river),True
Hoyoux,http://dbpedia.org/resource/Hoyoux,True
Lienne,http://dbpedia.org/resource/Lienne,True
Olef,http://dbpedia.org/resource/Olef,True
Roannay,http://dbpedia.org/resource/Roannay,True
Rubicon (Belgium),http://dbpedia.org/resource/Rubicon_(Belgium),True
Yerne,http://dbpedia.org/resource/Yerne,True
At-Bashy (river),http://dbpedia.org/resource/At-Bashy_(river),True
Ala-Buga,http://dbpedia.org/resource/Ala-Buga,True
Diep River (Limpopo),http://dbpedia.org/resource/Diep_River_(Limpopo),True
Big Butte Creek,http://dbpedia.org/resource/Big_Butte_Creek,True
Assegaai River,http://dbpedia.org/resource/Assegaai_River,True
Komani River,http://dbpedia.org/resource/Komani_River,True
Klaas Smits River,http://dbpedia.org/resource/Klaas_Smits_River,True
Arnold River (New Zealand),http://dbpedia.org/resource/Arnold_River_(New_Zealand),True
Tripoli Creek (Kenora District),http://dbpedia.org/resource/Tripoli_Creek_(Kenora_District),True
Drive Creek (Ontario),http://dbpedia.org/resource/Drive_Creek_(Ontario),True
White Kei River,http://dbpedia.org/resource/White_Kei_River,True
Black Kei River,http://dbpedia.org/resource/Black_Kei_River,True
Lasosna,http://dbpedia.org/resource/Lasosna,True
Tripoli Creek (Algoma District),http://dbpedia.org/resource/Tripoli_Creek_(Algoma_District),True
Boesmans River (Eastern Cape),http://dbpedia.org/resource/Boesmans_River_(Eastern_Cape),True
Letaba River,http://dbpedia.org/resource/Letaba_River,True
Marro,http://dbpedia.org/resource/Marro,True
Serga (Murmansk Oblast),http://dbpedia.org/resource/Serga_(Murmansk_Oblast),True
Lavagna (river),http://dbpedia.org/resource/Lavagna_(river),True
Arroscia,http://dbpedia.org/resource/Arroscia,True
Argentina (river),http://dbpedia.org/resource/Argentina_(river),True
Sherobod (river),http://dbpedia.org/resource/Sherobod_(river),True
Water resources management in Nicaragua,http://dbpedia.org/resource/Water_resources_management_in_Nicaragua,True
Manimala River,http://dbpedia.org/resource/Manimala_River,True
Willowemoc Creek,http://dbpedia.org/resource/Willowemoc_Creek,True
Lick Creek (Sangamon River tributary),http://dbpedia.org/resource/Lick_Creek_(Sangamon_River_tributary),True
Klemmbach,http://dbpedia.org/resource/Klemmbach,True
Amanzimtoti River,http://dbpedia.org/resource/Amanzimtoti_River,True
Cherio,http://dbpedia.org/resource/Cherio,True
Kabinakagami River,http://dbpedia.org/resource/Kabinakagami_River,True
Nilahue River,http://dbpedia.org/resource/Nilahue_River,True
Little Black River (Gogebic County),http://dbpedia.org/resource/Little_Black_River_(Gogebic_County),True
Casummit Creek,http://dbpedia.org/resource/Casummit_Creek,True
Canale Reale,http://dbpedia.org/resource/Canale_Reale,True
Locone,http://dbpedia.org/resource/Locone,True
Ala-Archa,http://dbpedia.org/resource/Ala-Archa,True
Tar (Kyrgyzstan),http://dbpedia.org/resource/Tar_(Kyrgyzstan),True
Amarja,http://dbpedia.org/resource/Amarja,True
Gatwick Stream,http://dbpedia.org/resource/Gatwick_Stream,True
Kichi-Kemin (river),http://dbpedia.org/resource/Kichi-Kemin_(river),True
Indragiri River,http://dbpedia.org/resource/Indragiri_River,True
Double Mountain Fork Brazos River,http://dbpedia.org/resource/Double_Mountain_Fork_Brazos_River,True
Allerbeeke,http://dbpedia.org/resource/Allerbeeke,True
Sule (river),http://dbpedia.org/resource/Sule_(river),True
Siede,http://dbpedia.org/resource/Siede,True
Kleine Aue (Barenburg),http://dbpedia.org/resource/Kleine_Aue_(Barenburg),True
Nesque,http://dbpedia.org/resource/Nesque,True
Manyame River,http://dbpedia.org/resource/Manyame_River,True
Martis Creek,http://dbpedia.org/resource/Martis_Creek,True
Nordbach,http://dbpedia.org/resource/Nordbach,True
Schierenbeke,http://dbpedia.org/resource/Schierenbeke,True
Matabitchuan River,http://dbpedia.org/resource/Matabitchuan_River,True
Ochtum,http://dbpedia.org/resource/Ochtum,True
Oste-Hamme Canal,http://dbpedia.org/resource/Oste-Hamme_Canal,True
Shoal Creek (Spring River tributary),http://dbpedia.org/resource/Shoal_Creek_(Spring_River_tributary),True
Kharkai River,http://dbpedia.org/resource/Kharkai_River,True
Gravina di Matera,http://dbpedia.org/resource/Gravina_di_Matera,True
Amusa (river),http://dbpedia.org/resource/Amusa_(river),True
Gerace (river),http://dbpedia.org/resource/Gerace_(river),True
Bonamico (river),http://dbpedia.org/resource/Bonamico_(river),True
Moore Creek (Nipissing District),http://dbpedia.org/resource/Moore_Creek_(Nipissing_District),True
Moore Creek (Timiskaming District),http://dbpedia.org/resource/Moore_Creek_(Timiskaming_District),True
Partridge Creek (Ontario),http://dbpedia.org/resource/Partridge_Creek_(Ontario),True
Jocko River (Montana),http://dbpedia.org/resource/Jocko_River_(Montana),True
South Fork Clackamas River,http://dbpedia.org/resource/South_Fork_Clackamas_River,True
Bramau,http://dbpedia.org/resource/Bramau,True
Clare River (Ontario),http://dbpedia.org/resource/Clare_River_(Ontario),True
Flinton Creek,http://dbpedia.org/resource/Flinton_Creek,True
Elzevir Creek,http://dbpedia.org/resource/Elzevir_Creek,True
Ruggles River,http://dbpedia.org/resource/Ruggles_River,True
Merrill Creek (Ontario),http://dbpedia.org/resource/Merrill_Creek_(Ontario),True
River Font,http://dbpedia.org/resource/River_Font,True
Big Annemessex River,http://dbpedia.org/resource/Big_Annemessex_River,True
Taltson River,http://dbpedia.org/resource/Taltson_River,True
Baughman Creek (Oregon),http://dbpedia.org/resource/Baughman_Creek_(Oregon),True
Vutcani (river),http://dbpedia.org/resource/Vutcani_(river),True
Rainy Creek (Lennox and Addington County),http://dbpedia.org/resource/Rainy_Creek_(Lennox_and_Addington_County),True
Deep Creek (Melbourne),http://dbpedia.org/resource/Deep_Creek_(Melbourne),True
Fall Kill,http://dbpedia.org/resource/Fall_Kill,True
North Toe River,http://dbpedia.org/resource/North_Toe_River,True
Chong-Kemin,http://dbpedia.org/resource/Chong-Kemin,True
Kiyauk,http://dbpedia.org/resource/Kiyauk,True
Killer Creek (Ontario),http://dbpedia.org/resource/Killer_Creek_(Ontario),True
Ysyk-Ata,http://dbpedia.org/resource/Ysyk-Ata,True
Little Skootamatta Creek,http://dbpedia.org/resource/Little_Skootamatta_Creek,True
Battle Creek (California),http://dbpedia.org/resource/Battle_Creek_(California),True
Chrysal Creek,http://dbpedia.org/resource/Chrysal_Creek,True
Pellice,http://dbpedia.org/resource/Pellice,True
Number Ten Creek,http://dbpedia.org/resource/Number_Ten_Creek,True
Suzuka River,http://dbpedia.org/resource/Suzuka_River,True
Morla,http://dbpedia.org/resource/Morla,True
Rio Bonito (New Mexico),http://dbpedia.org/resource/Rio_Bonito_(New_Mexico),True
Rio Hondo (Southern New Mexico),http://dbpedia.org/resource/Rio_Hondo_(Southern_New_Mexico),True
Sulphide Creek (Hastings County),http://dbpedia.org/resource/Sulphide_Creek_(Hastings_County),True
Petite Maine,http://dbpedia.org/resource/Petite_Maine,True
Piyali River,http://dbpedia.org/resource/Piyali_River,True
Saptamukhi River,http://dbpedia.org/resource/Saptamukhi_River,True
Gosaba River,http://dbpedia.org/resource/Gosaba_River,True
Hariabhanga River,http://dbpedia.org/resource/Hariabhanga_River,True
Otter Creek (Hastings County),http://dbpedia.org/resource/Otter_Creek_(Hastings_County),True
Dnyanganga River,http://dbpedia.org/resource/Dnyanganga_River,True
Allyn River,http://dbpedia.org/resource/Allyn_River,True
Notikewin River,http://dbpedia.org/resource/Notikewin_River,True
Flachsbach,http://dbpedia.org/resource/Flachsbach,True
Peters Brook (Stony Brook tributary),http://dbpedia.org/resource/Peters_Brook_(Stony_Brook_tributary),True
Casperkill,http://dbpedia.org/resource/Casperkill,True
Blazed Alder Creek,http://dbpedia.org/resource/Blazed_Alder_Creek,True
Water resources management in El Salvador,http://dbpedia.org/resource/Water_resources_management_in_El_Salvador,True
Little Black River (Cheboygan County),http://dbpedia.org/resource/Little_Black_River_(Cheboygan_County),True
Silver River (Keweenaw County),http://dbpedia.org/resource/Silver_River_(Keweenaw_County),True
Silver River (Baraga County),http://dbpedia.org/resource/Silver_River_(Baraga_County),True
Cerrillos River,http://dbpedia.org/resource/Cerrillos_River,True
Ravine River (Michigan),http://dbpedia.org/resource/Ravine_River_(Michigan),True
Sense (river),http://dbpedia.org/resource/Sense_(river),True
Nura (river),http://dbpedia.org/resource/Nura_(river),True
Amata (river),http://dbpedia.org/resource/Amata_(river),True
La Verde (river),http://dbpedia.org/resource/La_Verde_(river),True
Torno (river),http://dbpedia.org/resource/Torno_(river),True
